track.id,track.name,track.popularity,track.album.album_type,track.duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.album.release_date,tag
3850dYVgOFIXJh5U4BFEWH,Hung Up,74,album,337733,0.649,0.647,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02,2005-11-11,2000s
1sTsuZTdANkiFd7T34H3nb,Human,74,album,245373,0.557,0.8,-8.477,0.0601,0.00132,0.0012,0.0906,0.582,135.47,2008-11-18,2000s
45hOioMDJktr86iKDHC8gr,Girlfriend,74,album,216600,0.56,0.959,-2.433,0.102,7.22e-4,2.21e-4,0.209,0.669,163.983,2007-04-17,2000s
5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),74,album,212893,0.74,0.783,-5.367,0.0427,0.0297,3.08e-4,0.123,0.812,100.011,2005-06-03,2000s
04KTF78FFg8sOHC1BADqbY,Hot In Herre,74,album,228240,0.956,0.745,-4.753,0.12,0.206,0,0.0615,0.912,107.075,2002-06-25,2000s
6nLvaCZFR1wEzW3sIKpsnr,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",74,album,233733,0.772,0.371,-5.743,0.0348,0.744,0,0.167,0.684,96.574,2006,2000s
0mUyMawtxj1CJ76kn9gIZK,Bad Day,74,album,233640,0.599,0.785,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046,2005-02-22,2000s
7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,74,album,262466,0.638,0.656,-5.886,0.0357,0.188,0,0.146,0.225,104.036,2007,2000s
3GpbwCm3YxiWDvy29Uo3vP,Right Round,74,album,204640,0.72,0.672,-6.852,0.0551,0.009,0,0.232,0.705,124.986,2009-03-30,2000s
3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,74,album,230640,0.766,0.563,-7.516,0.0339,0.0263,0.683,0.115,0.964,126.007,2001-10-01,2000s
2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",74,album,196160,0.794,0.832,-4.862,0.0407,0.237,1.14e-5,0.203,0.871,107.657,2001-11-13,2000s
4eAwB5pnKFTmsgc3zWoYO0,Fake It,74,album,193893,0.611,0.95,-3.509,0.0518,0.00141,1.59e-6,0.0543,0.607,132.078,2007-01-01,2000s
22PMfvdz35fFKYnJyMn077,Marry You,74,album,230192,0.621,0.82,-4.865,0.0367,0.332,0,0.104,0.452,144.905,2010-10-05,2000s
1f2V8U1BiWaC9aJWmpOARe,By the Way,74,album,216933,0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,2002-07-09,2000s
5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,74,album,208600,0.558,0.719,-5.113,0.0267,0.0367,0,0.115,0.371,112.027,2001,2000s
64yrDBpcdwEdNY9loyEGbX,21 Guns,74,album,321093,0.268,0.742,-4.939,0.0355,0.0518,0,0.626,0.416,159.779,2009-05-15,2000s
7jk7gqyEonmVVYahZN5zhW,Circus,74,album,192360,0.791,0.733,-5.215,0.052,0.147,3.81e-4,0.0713,0.761,114.98,2008-12-02,2000s
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),81,album,258342,0.641,0.922,-4.457,0.0786,0.0291,0,0.0862,0.847,146.078,2012-10-09,2010s
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,83,album,281560,0.781,0.445,-6.061,0.0295,0.474,0,0.184,0.591,78.998,2014-06-21,2010s
0nrRP2bk19rLc0orkWPQk2,Wake Me Up,84,album,247426,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,2013-01-01,2010s
1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",72,album,237546,0.669,0.832,-5.721,0.0682,0.0106,0,0.0968,0.7,113.035,2016-09-23,2010s
09CtPGIpYB4BrO8qb1RGsF,Sorry,81,album,200786,0.654,0.76,-3.669,0.045,0.0797,0,0.299,0.41,99.945,2015-11-13,2010s
3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",78,album,252534,0.262,0.606,-6.646,0.0484,0.247,0,0.125,0.275,189.857,2015-11-06,2010s
7xoUc6faLbCqZO6fQEYprd,One Last Time,82,album,197266,0.628,0.593,-5.036,0.0323,0.093,1.65e-6,0.096,0.104,125.026,2014-08-25,2010s
72jbDTw1piOOj770jWNeaG,Paris,73,album,221506,0.653,0.658,-6.428,0.0304,0.0215,1.66e-6,0.0939,0.219,99.99,2017-04-07,2010s
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,83,album,172723,0.418,0.42,-6.444,0.0414,0.588,6.39e-5,0.11,0.184,84.094,2014-05-26,2010s
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),84,album,218146,0.585,0.52,-6.136,0.0712,0.124,7.01e-5,0.131,0.129,159.801,2018-04-27,2010s
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,79,album,202546,0.799,0.539,-6.351,0.0421,0.199,1.66e-5,0.165,0.394,136.948,2017-04-27,2010s
6QfS2wq5sSC1xAJCQsTSlj,Shallow - Radio Edit,72,album,217212,0.575,0.33,-6.557,0.031,0.416,0,0.0872,0.277,95.801,2018-10-05,2010s
3JvKfv6T31zO0ini8iNItO,Another Love,92,album,244360,0.445,0.537,-8.532,0.04,0.695,1.65e-5,0.0944,0.131,122.769,2013-06-24,2010s
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,92,album,240400,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,2013-04-19,2010s
7MXVkk9YMctZqd1Srtv4MB,Starboy,89,album,230453,0.679,0.587,-7.015,0.276,0.141,6.35e-6,0.137,0.486,186.003,2016-11-25,2010s
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),88,single,200185,0.351,0.296,-10.109,0.0333,0.934,0,0.095,0.12,115.284,2018-04-19,2010s
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,88,album,242573,0.754,0.646,-5.795,0.317,0.152,1.85e-5,0.108,0.429,176.089,2019-06-28,2010s
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,88,album,174000,0.548,0.816,-4.209,0.0465,0.122,0,0.335,0.557,95.39,2019-12-13,2010s
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,87,album,292799,0.69,0.521,-8.492,0.339,0.324,0,0.0534,0.494,100.028,2014-12-09,2010s
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),87,single,214846,0.791,0.862,-3.24,0.11,0.037,2.19e-5,0.0814,0.592,123.994,2018-04-06,2010s
0pqnGHJpmpxLKifKRmU6WP,Believer,87,album,204346,0.776,0.78,-4.374,0.128,0.0622,0,0.081,0.666,124.949,2017-06-23,2010s
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,88,album,228373,0.461,0.593,-4.954,0.0356,0.17,0,0.307,0.175,134.17,2018-03-30,2010s
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,87,album,272394,0.548,0.532,-7.596,0.0323,0.186,2.63e-4,0.217,0.405,85.03,2013-09-09,2010s
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,87,album,239316,0.677,0.485,-5.795,0.0361,0.529,2.04e-5,0.0766,0.493,82.001,2014-05-26,2010s
5O2P9iiztwhomNh8xkR9lJ,Night Changes,87,album,226600,0.672,0.52,-7.747,0.0353,0.859,0,0.115,0.37,120.001,2014-11-17,2010s
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,87,album,182160,0.501,0.405,-5.679,0.0319,0.751,0,0.105,0.446,109.891,2019-05-17,2010s
0tgVpDi06FyKpA1z0VMD4v,Perfect,86,album,263400,0.599,0.448,-6.312,0.0232,0.163,0,0.106,0.168,95.05,2017-03-03,2010s
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,86,album,213826,0.612,0.28,-8.648,0.0434,0.932,0,0.088,0.387,72.795,2012-12-07,2010s
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,87,album,161123,0.691,0.631,-6.478,0.0368,0.0483,1.13e-5,0.104,0.8,92.004,2013-09-09,2010s
7fBv7CLKzipRk6EC6TWHOB,The Hills,86,album,242253,0.585,0.564,-7.063,0.0515,0.0671,0,0.135,0.137,113.003,2015-08-28,2010s
5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,86,album,260173,0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,2015-10-30,2010s
21jGcNKet2qwijlDFuPiPb,Circles,85,album,215280,0.695,0.762,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,2019-09-06,2010s
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,86,album,233478,0.726,0.698,-4.165,0.0431,0.049,0,0.309,0.867,143.994,2012-12-07,2010s
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,85,album,199440,0.866,0.813,-4.063,0.0554,0.38,0,0.0779,0.969,121.998,2017-04-20,2010s
0ct6r3EGTcMLPtrXHDvVjc,The Nights,85,album,176658,0.527,0.835,-5.298,0.0433,0.0166,0,0.249,0.654,125.983,2014-01-01,2010s
3Wrjm47oTz2sjIgck11l5e,Beggin',85,album,211560,0.714,0.8,-4.808,0.0504,0.127,0,0.359,0.589,134.002,2017-12-08,2010s
7qiZfU4dY1lWllzX7mPBI3,Shape of You,85,album,233712,0.825,0.652,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,2017-03-03,2010s
3xKsf9qdS1CyvXSMEid6g8,Pink + White,85,album,184516,0.545,0.545,-7.362,0.107,0.667,5.48e-5,0.417,0.549,159.94,2016-08-20,2010s
1zi7xx7UVEFkmKfv06H8x0,One Dance,85,album,173986,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,2016-05-06,2010s
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),84,album,145542,0.897,0.662,-6.903,0.292,0.0852,0,0.534,0.389,112.511,2018-10-05,2010s
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,84,album,169353,0.652,0.557,-5.714,0.0318,0.74,0,0.124,0.483,150.073,2018-11-16,2010s
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,84,album,239835,0.511,0.566,-7.23,0.2,0.349,0,0.34,0.218,83.903,2018-12-10,2010s
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,84,single,245425,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,2019-11-13,2010s
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,84,album,209273,0.515,0.479,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964,2018-10-26,2010s
4cktbXiXOapiLBMprHFErI,Memories,84,album,189486,0.775,0.327,-7.241,0.0557,0.841,0,0.0821,0.595,91.05,2021-06-11,2010s
1SOClUWhOi8vHZYMz3GluK,Infinity,84,album,237720,0.671,0.673,-6.941,0.0444,0.148,5.29e-5,0.304,0.494,121.963,2017-06-23,2010s
3jjujdWJ72nww5eGnfs2E7,Adore You,84,album,207133,0.676,0.771,-3.675,0.0483,0.0237,7e-6,0.102,0.569,99.048,2019-12-13,2010s
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,84,album,258986,0.614,0.379,-10.48,0.0476,0.607,4.64e-4,0.0986,0.201,107.989,2014-06-21,2010s
1zB4vmk8tFRmM9UULNzbLB,Thunder,84,album,187146,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,2017-06-23,2010s
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,84,album,202333,0.734,0.637,-5.677,0.141,0.0462,2.29e-5,0.0602,0.648,169.977,2015-05-15,2010s
2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),84,album,202093,0.658,0.671,-12.21,0.0363,0.0933,9.27e-4,0.115,0.166,100.966,2019-03-08,2010s
6ocbgoVGwYJhOv1GgI9NsF,7 rings,84,album,178626,0.778,0.317,-10.732,0.334,0.592,0,0.0881,0.327,140.048,2019-02-08,2010s
04sN26COy28wTXYj3dMoiZ,Bored,84,single,180933,0.614,0.318,-12.695,0.0478,0.896,0.00239,0.0795,0.112,119.959,2017-03-30,2010s
3U4isOIWM3VvDubwSI3y7a,All of Me,84,album,269560,0.422,0.264,-7.064,0.0322,0.922,0,0.132,0.331,119.93,2013-08-30,2010s
5oO3drDxtziYU2H1X23ZIp,Love On The Brain,84,album,224000,0.509,0.637,-4.83,0.0471,0.0717,1.08e-5,0.0789,0.378,172.006,2016-01-28,2010s
1dGr1c8CrMLDpV6mPbImSI,Lover,84,album,221306,0.359,0.543,-7.582,0.0919,0.492,1.58e-5,0.118,0.453,68.534,2019-08-23,2010s
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,84,album,258266,0.491,0.693,-6.487,0.0377,0.211,6.92e-6,0.325,0.412,90.027,2015-12-04,2010s
3GZD6HmiNUhxXYf8Gch723,Lost,84,album,234093,0.913,0.603,-4.892,0.226,0.0272,5.03e-4,0.167,0.497,123.061,2012-07-10,2010s
7BKLCZ1jbUBVqRi2FVlTVw,Closer,84,single,244960,0.748,0.524,-5.599,0.0338,0.414,0,0.111,0.661,95.01,2016-07-29,2010s
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,84,album,187973,0.444,0.819,-4.078,0.341,0.106,0,0.107,0.747,82.695,2017-04-20,2010s
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,84,album,119133,0.872,0.391,-9.144,0.242,0.469,4.13e-6,0.297,0.437,134.021,2017-08-25,2010s
6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,83,album,216320,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,2015-07-17,2010s
6gBFPUFcJLzWGx4lenP6h2,goosebumps,83,album,243836,0.841,0.728,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,2016-09-16,2010s
6DCZcSspjsKoFjzjrWoCdn,God's Plan,83,album,198973,0.754,0.449,-9.211,0.109,0.0332,8.29e-5,0.552,0.357,77.169,2018-06-29,2010s
4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,83,album,219333,0.789,0.858,-5.542,0.311,0.127,0,0.349,0.775,140.022,2011-08-08,2010s
4tqcoej1zPvwePZCzuAjJd,Wet Dreamz,83,album,239266,0.495,0.722,-8.108,0.357,0.0697,0,0.113,0.539,175.627,2014-12-09,2010s
6nek1Nin9q48AVZcWs9e9D,Paradise,83,album,278719,0.449,0.585,-6.761,0.0268,0.0509,8.75e-5,0.0833,0.212,139.631,2011-10-24,2010s
4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,83,album,199986,0.726,0.787,-2.494,0.0737,0.009,0,0.0596,0.888,124.99,2012-05-25,2010s
4gbVRS8gloEluzf0GzDOFc,Maps,83,album,189960,0.742,0.713,-5.522,0.0303,0.0205,0,0.059,0.879,120.032,2014-09-02,2010s
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),83,album,232186,0.698,0.633,-4.946,0.0597,0.0605,1.94e-4,0.0926,0.552,96.924,2018-02-09,2010s
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,83,album,233720,0.609,0.378,-9.828,0.438,0.835,0,0.28,0.515,100.418,2015-11-13,2010s
2Fxmhks0bxGSBdJ92vM42m,bad guy,83,album,194087,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,2019-03-29,2010s
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,83,album,340706,0.516,0.595,-4.63,0.0313,0.0275,0,0.109,0.222,119.972,2017-05-12,2010s
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,83,album,206693,0.853,0.56,-4.961,0.0406,0.013,0,0.0944,0.86,134.066,2016-11-17,2010s
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,83,album,267866,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,2014-05-19,2010s
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,83,album,205946,0.649,0.716,-5.371,0.0349,0.0863,2.63e-5,0.135,0.163,99.988,2016-08-05,2010s
3pXF1nA74528Edde4of9CC,Don't,83,album,198293,0.765,0.356,-5.556,0.195,0.223,0,0.0963,0.189,96.991,2015-10-02,2010s
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,83,album,215106,0.459,0.575,-4.858,0.0573,0.604,0,0.0885,0.183,111.881,2019-11-22,2010s
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,83,album,196520,0.764,0.705,-5.279,0.0278,0.0371,1.94e-5,0.0943,0.672,101.003,2015-01-11,2010s
3AVrVz5rK8Hrqo9YGiVGN5,Apocalypse,82,album,290146,0.369,0.467,-9.018,0.0274,0.0194,0.46,0.109,0.174,94.473,2017-06-09,2010s
43zdsphuZLzwA9k4DJhU0I,when the party's over,83,album,196077,0.367,0.111,-14.084,0.0972,0.978,3.97e-5,0.0897,0.198,82.642,2019-03-29,2010s
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,82,album,239600,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,2011-05-23,2010s
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,82,album,263373,0.749,0.925,-5.034,0.227,0.241,0,0.52,0.641,86.989,2010-06-18,2010s
3ee8Jmje8o58CHK66QrVC2,SAD!,82,album,166605,0.74,0.613,-4.88,0.145,0.258,0.0037200000000000002,0.123,0.473,75.023,2018-03-16,2010s
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,82,album,298940,0.809,0.463,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,2017-03-18,2010s
2dpaYNEQHiRxtZbfNsse99,Happier,82,single,214289,0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.015,2018-08-17,2010s
2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),82,album,145800,0.727,0.739,-3.805,0.0411,0.365,0.00137,0.161,0.533,93.005,2019-08-30,2010s
2AT8iROs4FQueDv2c8q2KE,R U Mine?,82,album,201726,0.288,0.758,-5.692,0.0371,0.00616,0,0.303,0.619,97.094,2013-09-09,2010s
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),82,album,269666,0.856,0.609,-7.223,0.0824,0.00801,8.15e-5,0.0344,0.928,114.988,2015-01-12,2010s
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,82,album,199080,0.578,0.866,-3.804,0.0619,0.00701,0,0.257,0.619,128.038,2014-12-02,2010s
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,82,album,182706,0.732,0.75,-6.366,0.231,0.00264,0,0.109,0.401,155.096,2017-08-25,2010s
48QmG1dfvMuYLxMPt7KSRA,No Lie,82,album,221176,0.742,0.882,-2.862,0.117,0.0466,0,0.206,0.463,102.04,2018-06-29,2010s
6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,82,album,192789,0.655,0.819,-4.852,0.0316,1.76e-4,0.00374,0.104,0.766,117.956,2013,2010s
5cF0dROlMOK5uNZtivgu50,Attention,82,album,208786,0.775,0.613,-4.586,0.0542,0.109,2.33e-5,0.134,0.797,100.066,2018-05-11,2010s
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,82,album,245493,0.6,0.663,-5.802,0.0477,0.225,0,0.119,0.286,121.07,2013-11-25,2010s
60ynsPSSKe6O3sfwRnIBRf,Streets,82,album,226986,0.749,0.463,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035,2019-11-07,2010s
6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,82,album,213400,0.8,0.585,-7.343,0.0924,0.264,0,0.153,0.779,126.058,2017-04-14,2010s
0SiywuOBRcynK0uKGWdCnn,Bad Romance,82,album,294573,0.696,0.921,-3.755,0.0363,0.00314,5.24e-5,0.0842,0.714,119.001,2009-11-05,2010s
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,82,single,236053,0.324,0.416,-8.92,0.0368,0.262,3.69e-5,0.11,0.151,113.986,2013-01-01,2010s
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,82,album,220734,0.635,0.841,-5.379,0.0422,0.0134,0,0.0622,0.424,109.021,2010-10-05,2010s
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,82,album,312820,0.834,0.73,-3.714,0.222,0.00513,0,0.124,0.446,155.008,2018-08-03,2010s
0WtDGnWL2KrMCk0mI1Gpwz,Redbone,81,album,326933,0.745,0.353,-10.614,0.0983,0.174,0.00662,0.118,0.598,160.111,2016-12-02,2010s
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",81,album,207320,0.717,0.653,-5.634,0.0658,0.229,0,0.101,0.412,106.966,2019-02-08,2010s
1yvMUkIOTeUNtNWlWRgANS,Unstoppable,81,album,217746,0.468,0.779,-4.839,0.0779,0.112,3.73e-4,0.101,0.26,173.799,2016-10-21,2010s
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),81,album,210960,0.646,0.795,-3.293,0.0976,0.0319,0,0.267,0.796,89.99,2011-11-11,2010s
0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,81,album,202192,0.641,0.559,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,2019-08-30,2010s
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),81,single,229525,0.689,0.481,-7.503,0.0815,0.369,1.03e-6,0.0649,0.283,80.025,2015,2010s
2Z8WuEywRWYTKe1NybPQEW,Ride,81,album,214506,0.645,0.713,-5.355,0.0393,0.00835,0,0.113,0.566,74.989,2015-05-15,2010s
3a1lNhkSLSkpJE4MSHpDu9,Congratulations,81,album,220293,0.63,0.804,-4.183,0.0363,0.215,0,0.253,0.492,123.146,2016-12-09,2010s
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,81,album,217866,0.498,0.59,-4.721,0.032,0.511,0,0.107,0.0784,145.867,2010-10-05,2010s
2BgEsaKNfHUdlh97KmvFyo,2002,81,album,186986,0.697,0.683,-2.881,0.117,0.0372,0,0.137,0.603,96.133,2018-04-27,2010s
2FY7b99s15jUprqC0M5NCT,Natural,81,album,189466,0.704,0.611,-6.112,0.0409,0.217,0,0.0812,0.22,100,2018-11-09,2010s
22VdIZQfgXJea34mQxlt81,Can't Feel My Face,81,album,213520,0.705,0.769,-5.526,0.0425,0.113,0,0.105,0.583,107.949,2015-08-28,2010s
0AS63m1wHv9n4VVRizK6Hc,Mercy,81,album,208733,0.555,0.662,-4.952,0.0827,0.125,0,0.111,0.356,148.128,2017-04-20,2010s
1NZs6n6hl8UuMaX0UC0YTz,Brooklyn Baby,81,album,351640,0.404,0.664,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,2014-01-01,2010s
2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,81,single,248413,0.794,0.811,-8.966,0.038,0.0426,1.07e-6,0.101,0.862,116.047,2013-04-19,2010s
4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",81,album,252306,0.671,0.939,-3.206,0.161,0.191,0,0.298,0.53,129.024,2011-06-17,2010s
2TeLIzFBe3hxkPR5FIQZut,Like I Can,81,album,167065,0.656,0.627,-6.627,0.0379,0.343,2.17e-5,0.124,0.481,99.933,2014-05-26,2010s
7xQAfvXzm3AkraOtGPWIZg,Wow.,81,album,149546,0.829,0.539,-7.359,0.208,0.136,1.78e-6,0.103,0.388,99.96,2019-09-06,2010s
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,81,single,222160,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,2016-04-29,2010s
2P4OICZRVAQcYAV2JReRfj,Waiting For Love,81,album,230613,0.579,0.736,-3.863,0.0527,0.31,0,0.198,0.613,127.999,2015-10-02,2010s
6i0V12jOa3mr6uu4WYhUBr,Heathens,81,single,195920,0.732,0.396,-9.348,0.0286,0.0841,3.58e-5,0.105,0.548,90.024,2016-06-16,2010s
6epn3r7S14KUqlReYr77hA,Baby,81,album,214240,0.728,0.859,-5.237,0.137,0.0401,0,0.111,0.535,65.043,2010-01-01,2010s
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,81,album,233901,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,2017-07-14,2010s
7vGuf3Y35N4wmASOKLUVVU,Silence,81,single,180822,0.52,0.761,-3.093,0.0853,0.256,4.96e-6,0.17,0.286,141.971,2017-08-11,2010s
6FE2iI43OZnszFLuLtvvmg,Classic,80,album,175426,0.72,0.791,-4.689,0.124,0.0384,0,0.157,0.756,102.071,2012,2010s
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,80,album,201240,0.672,0.655,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,2017-06-23,2010s
0NlGoUyOJSuSHmngoibVAs,All I Want,80,album,305746,0.188,0.411,-9.733,0.0484,0.174,0.153,0.0843,0.159,187.376,2013-06-17,2010s
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,81,album,157560,0.755,0.522,-4.368,0.0575,0.533,0,0.0685,0.925,89.96,2019-09-06,2010s
2iuZJX9X9P0GKaE93xcPjk,Sugar,80,album,235493,0.748,0.788,-7.055,0.0334,0.0591,0,0.0863,0.884,120.076,2014-09-02,2010s
1rqqCSm0Qe4I9rUvWncaom,High Hopes,80,album,190946,0.579,0.904,-2.729,0.0618,0.193,0,0.064,0.681,82.014,2018-06-22,2010s
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,80,album,218106,0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,2015-10-16,2010s
76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,80,album,219146,0.774,0.753,-5.446,0.0517,0.152,0,0.0371,0.896,119.002,2016-11-18,2010s
7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,80,album,187436,0.72,0.706,-4.719,0.0473,0.0684,0,0.166,0.62,133.002,2020-09-18,2010s
2Cd9iWfcOpGDHLz6tVA3G4,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),80,single,202626,0.766,0.873,-6.381,0.143,0.00627,0,0.0764,0.743,126.988,2010-05-07,2010s
2iUXsYOEPhVqEBwsqP70rE,Youngblood,80,album,203417,0.596,0.854,-5.114,0.463,0.0169,0,0.124,0.152,120.274,2018-06-15,2010s
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),80,album,242733,0.778,0.547,-7.273,0.0489,0.346,3.02e-4,0.132,0.441,95.002,2012-09-18,2010s
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,80,album,199693,0.755,0.837,-2.718,0.142,0.0991,0,0.289,0.714,120.028,2010-01-01,2010s
6YUTL4dYpB9xZO5qExPf05,Summer,80,album,222533,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,2014-10-31,2010s
7Ie9W94M7OjPoZVV216Xus,Not Afraid,80,album,248133,0.855,0.954,-1.19,0.264,0.529,0,0.205,0.668,114.635,2010-06-18,2010s
2ekn2ttSfGqwhhate0LSR0,New Rules,80,album,209320,0.762,0.7,-6.021,0.0694,0.00261,1.56e-5,0.153,0.608,116.073,2017-06-02,2010s
3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),80,album,204160,0.581,0.963,-4.087,0.0981,0.0295,0,0.139,0.788,129.992,2012,2010s
