"","track.name","track.album.release_date","track.popularity","track.album.album_type","track.duration_ms","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","Playlist"
"376","Careless Whisper","1984-10-23",59,"album",392266,0.567,0.32,-18.386,0.036,0.345,2.51e-06,0.316,0.529,76.58,"Edy"
"377","Thanksgiving","1982-01-01",51,"album",245408,0.378,0.0459,-20.628,0.0484,0.988,0.895,0.101,0.0852,147.481,"Edy"
"378","Joy","1982-01-01",51,"album",193477,0.441,0.26,-20.282,0.037,0.993,0.781,0.154,0.21,136.296,"Edy"
"379","Variations on the Kanon","1982-01-01",49,"album",321724,0.285,0.283,-18.22,0.0437,0.976,0.845,0.106,0.114,146.663,"Edy"
"380","Follow You Down","1996-01-01",58,"album",270066,0.461,0.924,-7.047,0.0449,0.0123,0,0.0342,0.68,155.829,"Edy"
"381","Pagliacci / Act 1: ""Recitar!...Vesti la giubba""","1978-01-01",38,"album",248306,0.176,0.201,-17.344,0.0423,0.961,0.00707,0.194,0.0446,83.433,"Edy"
"382","Gnossienne No. 1 , Gnossienne n. 1","2012-03-25",10,"single",186677,0.351,0.0658,-21.976,0.0378,0.994,0.893,0.0988,0.101,58.209,"Edy"
"383","Iris","2007-11-06",73,"compilation",289906,0.291,0.79,-5.683,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,"Edy"
"384","I Just Wanna Live","2004-10-05",34,"album",166053,0.803,0.83,-4.636,0.0356,0.0144,0,0.103,0.935,111.033,"Edy"
"385","We Believe","2004-10-05",29,"album",231546,0.572,0.777,-4.833,0.0266,0.00104,1.26e-06,0.0963,0.355,105.53,"Edy"
"386","光るなら","2015-02-25",68,"album",252133,0.491,0.879,-2.722,0.0652,0.391,0,0.342,0.571,160.092,"Edy"
"387","Feel Good Inc.","2005-05-23",83,"album",222640,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,"Edy"
"388","Doncamatic (feat. Daley)","2010-11-19",52,"single",202066,0.893,0.48,-5.493,0.056,0.0903,0,0.102,0.968,123.98,"Edy"
"389","Clint Eastwood","2001-03-26",75,"album",340920,0.663,0.694,-8.627,0.171,0.0253,0,0.0698,0.525,167.953,"Edy"
"390","19-2000","2001-03-26",63,"album",210880,0.815,0.72,-7.311,0.0536,0.177,7.31e-06,0.16,0.946,89.914,"Edy"
"391","On Melancholy Hill","2010-03-03",77,"album",233866,0.689,0.739,-5.81,0.026,1.51e-05,0.509,0.064,0.578,120.423,"Edy"
"392","You Don't Own Me (feat. G-Eazy)","2015-05-26",24,"single",198720,0.333,0.634,-5.68,0.0708,0.156,2.21e-06,0.0735,0.302,184.776,"Edy"
"393","Holiday / Boulevard of Broken Dreams","2004-09-21",70,"album",493400,0.29,0.827,-3.451,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,"Edy"
"394","American Idiot","2004-09-21",78,"album",176346,0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,"Edy"
"395","Basket Case","1994-02-01",80,"album",181533,0.442,0.943,-3.205,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,"Edy"
"396","Good Riddance (Time of Your Life)","1997-10-14",76,"album",153466,0.475,0.432,-7.844,0.0302,0.183,0,0.161,0.648,94.605,"Edy"
"397","21 Guns","2009-05-15",74,"album",321093,0.268,0.742,-4.939,0.0355,0.0518,0,0.626,0.416,159.779,"Edy"
"398","Genesis","2012-03-12",72,"album",255320,0.611,0.677,-6.745,0.034,0.0764,0.0698,0.241,0.233,166.04,"Edy"
"399","Oblivion","2012-03-12",69,"album",251266,0.697,0.529,-8.838,0.0338,0.115,0.896,0.0895,0.486,155.974,"Edy"
"400","Welcome To The Jungle","1987-07-21",79,"album",272026,0.447,0.954,-8.069,0.0751,0.0235,0.403,0.298,0.331,123.453,"Edy"
"401","Sweet Child O' Mine","1987-07-21",83,"album",354520,0.454,0.91,-7.766,0.0448,0.0866,0.0996,0.116,0.629,125.116,"Edy"
"402","Paradise City","1987-07-21",78,"album",405640,0.273,0.952,-8.762,0.0843,0.0169,0.0111,0.142,0.472,100.271,"Edy"
"403","Knockin' On Heaven's Door","1991-09-18",78,"album",336000,0.496,0.739,-7.193,0.0415,0.0211,0.00444,0.106,0.378,132.41,"Edy"
"404","Civil War","1991-09-18",69,"album",462093,0.336,0.787,-8.803,0.0732,0.0793,0.0648,0.32,0.383,140.003,"Edy"
"405","November Rain","1991-09-17",80,"album",536066,0.294,0.641,-9.316,0.0291,0.0163,0.22,0.112,0.226,79.759,"Edy"
"406","S.T.A.Y.","2014-11-18",63,"album",383513,0.0793,0.0301,-30.777,0.0425,0.933,0.929,0.0741,0.0256,191.413,"Edy"
"407","No Time for Caution","2014-11-18",59,"album",246271,0.262,0.224,-20.231,0.0463,0.0545,0.95,0.118,0.0388,119.715,"Edy"
"408","As It Was","2022-05-20",91,"album",167303,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,"Edy"
"409","Overture (Suite) No. 2 in B Minor, BWV 1067: VII. Badinerie","2000-12-02",58,"album",90106,0.515,0.269,-21.859,0.037,0.847,0.0897,0.0757,0.964,130.998,"Edy"
"410","Brandenburg Concerto No. 3 in G Major, BWV 1048: III. Allegro","2011-09-20",8,"compilation",304720,0.544,0.427,-15.019,0.0414,0.946,0.896,0.189,0.893,110.059,"Edy"
"411","Venezia","2002",20,"album",272626,0.586,0.829,-5.749,0.0998,0.247,0.00595,0.127,0.447,167.678,"Edy"
"412","Devuélveme a mi chica","1985",77,"album",194866,0.603,0.843,-7.597,0.0557,0.0031,0.0337,0.445,0.503,172.676,"Edy"
"413","(Keep Feeling) Fascination - Remastered","2017-10-20",7,"compilation",224571,0.711,0.718,-5.146,0.0908,0.429,1.29e-06,0.177,0.677,118.148,"Edy"
"414","Don't You Want Me","1981",75,"album",236920,0.731,0.738,-8.125,0.0377,0.184,0,0.214,0.958,117.656,"Edy"
"415","Let It Go - From ""Frozen""/Soundtrack Version","2013-01-01",74,"compilation",223840,0.543,0.485,-6.85,0.0305,0.558,0,0.12,0.371,136.961,"Edy"
"416","Moonlight sonata - 3rd movement","2008-10-01",16,"album",487346,0.311,0.323,-15.798,0.0425,0.987,0.89,0.0975,0.0894,150.703,"Edy"
"417","Tiptoe","2012-09-04",27,"album",194200,0.527,0.82,-5.855,0.0325,0.00157,1.88e-05,0.076,0.25,120.041,"Edy"
"418","It's Time","2012-09-04",58,"album",237986,0.656,0.884,-4.748,0.0372,0.0162,0,0.145,0.86,105.009,"Edy"
"419","Demons","2012-09-04",66,"album",175200,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.329,0.428,89.938,"Edy"
"420","Radioactive","2014-01-01",65,"single",276040,0.483,0.894,-3.9,0.223,0.0407,0,0.282,0.278,139.858,"Edy"
"421","You And I","2008-10-14",61,"album",148400,0.698,0.285,-7.632,0.0553,0.927,0,0.0883,0.53,135.027,"Edy"
"422","A Labio Dulce","2008-07-05",58,"album",230626,0.801,0.839,-5.492,0.0347,0.0538,0,0.0401,0.906,119.993,"Edy"
"423","Over the Rainbow","2001-09-25",72,"album",211933,0.671,0.153,-13.569,0.0404,0.912,5.53e-05,0.0771,0.658,85.6,"Edy"
"424","You're Beautiful","2005-08-08",75,"album",209493,0.675,0.479,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,81.998,"Edy"
"425","12 Études, Op. 10: No. 12 in C Minor","2013-01-01",23,"album",166000,0.315,0.184,-18.419,0.033,0.984,0.839,0.141,0.151,67.03,"Edy"
"426","Nocturne, B. 49: Lento con gran espressione in C-Sharp Minor","1995",47,"compilation",244066,0.308,0.0146,-31.689,0.0443,0.991,0.859,0.0776,0.11,133.814,"Edy"
"427","I'm Yours","2008-05-12",79,"album",242946,0.703,0.444,-9.331,0.0417,0.559,0,0.0973,0.712,150.96,"Edy"
"428","I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version","1994-01-01",70,"compilation",170880,0.689,0.533,-14.205,0.0544,0.321,7.37e-05,0.0958,0.898,98.801,"Edy"
"429","Change The Game","2000-10-31",45,"album",187840,0.93,0.425,-6.242,0.28,0.0286,0,0.15,0.482,94.582,"Edy"
"430","The Story of O.J.","2017-07-07",63,"album",231760,0.741,0.718,-5.823,0.415,0.283,2.21e-06,0.23,0.576,165.848,"Edy"
"431","Shiny","2016-11-18",63,"compilation",185466,0.641,0.68,-7.64,0.23,0.482,0,0.101,0.574,146.116,"Edy"
"432","3 Gymnopédies: No. 1, Lent et douloureux","1999-06-14",37,"album",245720,0.161,0.0141,-33.216,0.0432,0.951,0.537,0.203,0.0796,136.038,"Edy"
"433","You're The Best","2010-01-01",62,"compilation",179666,0.571,0.863,-7.661,0.048,0.257,0,0.532,0.782,94.299,"Edy"
"434","The Girl Who Fell From the Sky","1986",49,"album",147800,0.237,0.239,-13.455,0.0357,0.87,0.963,0.123,0.178,115.684,"Edy"
"435","Castle in the Sky","1986",42,"album",277000,0.119,0.297,-13.885,0.035,0.817,0.947,0.0746,0.0478,81.743,"Edy"
"436","アシタカせっ記 - 交響組曲「もののけ姫」 / Live","1999-09-22",21,"album",332200,0.152,0.205,-17.891,0.0359,0.867,0.885,0.107,0.204,79.201,"Edy"
"437","Opening Song - Merry-Go-Round of Life","2004-11-19",59,"album",153573,0.325,0.0947,-20.885,0.0333,0.906,0.869,0.571,0.0949,49.034,"Edy"
"438","The Flower Garden","2004-11-19",63,"album",178506,0.0999,0.181,-17.599,0.0424,0.94,0.888,0.105,0.0922,71.277,"Edy"
"439","A Town with an Ocean View","1989-08-10",57,"album",180333,0.524,0.345,-15.659,0.0261,0.489,0.013,0.342,0.771,106.621,"Edy"
"440","Princess Mononoke Theme Song","1997-07-02",45,"album",128373,0.226,0.231,-19.406,0.0426,0.971,0.958,0.11,0.0627,86.173,"Edy"
"441","Reprise","2001-07-18",51,"album",293600,0.163,0.194,-16.41,0.0332,0.929,0.957,0.115,0.0893,94.746,"Edy"
"442","The Procession of Celestial Beings I","2013-11-20",32,"album",148893,0.657,0.386,-13.166,0.0274,0.773,0.553,0.0494,0.675,97.982,"Edy"
"443","A Journey (A Dream of Flight)","2013-07-17",52,"album",175186,0.349,0.306,-11.041,0.0341,0.783,0.00932,0.0843,0.18,80.011,"Edy"
"444","Carrying You","1986",49,"album",247973,0.473,0.443,-11.875,0.0342,0.729,0.00207,0.313,0.57,118.178,"Edy"
"445","Embrace Me (Dirty South Remix) (feat. Urban Cone & Lucas Nord)","2012-07-02",27,"single",386250,0.678,0.669,-5.433,0.0369,0.0161,0.248,0.0885,0.333,128.006,"Edy"
"446","Long Time - Original Mix","2012",12,"compilation",382500,0.686,0.818,-6.672,0.0827,0.00362,0.0389,0.856,0.465,127.999,"Edy"
"447","Centerfield","2010-06-29",60,"album",231346,0.777,0.948,-3.648,0.0479,0.127,5.36e-06,0.0708,0.973,142.359,"Edy"
"448","All of Me","2013-08-30",84,"album",269560,0.422,0.264,-7.064,0.0322,0.922,0,0.132,0.331,119.93,"Edy"
"449","Imagine - Remastered 2010","1971-09-09",77,"album",187866,0.547,0.257,-12.358,0.0252,0.907,0.183,0.0935,0.169,75.752,"Edy"
"450","Heartbreak Warfare","2009-11-13",64,"album",269720,0.624,0.554,-8.113,0.0225,0.191,0.00131,0.299,0.311,97.031,"Edy"
"451","Why Georgia","2001-08-16",62,"album",268973,0.608,0.639,-7.205,0.0246,0.0208,5.94e-05,0.0893,0.369,96.915,"Edy"
"452","Say","2006-10-13",60,"single",230213,0.485,0.723,-6.565,0.0317,0.541,1.12e-06,0.075,0.541,167.845,"Edy"
"453","E.T.: Flying Theme","2022-11-12",26,"compilation",225066,0.24,0.354,-11.947,0.0347,0.946,0.856,0.127,0.0786,78.279,"Edy"
"454","Liebesträume, S. 541: No. 3 in A-Flat Major ""Oh Lieb, so lang du lieben kannst""","2017-05-05",25,"compilation",288946,0.401,0.0647,-19.753,0.0359,0.989,0.867,0.0996,0.0384,80.071,"Edy"
"455","The Four Seasons - Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro","2004",4,"compilation",211026,0.449,0.115,-17.257,0.052,0.739,0.736,0.236,0.127,97.956,"Edy"
"456","The Four Seasons - Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": II. Largo e pianissimo sempre","2004",2,"compilation",153026,0.17,0.0461,-27.014,0.0448,0.972,0.0151,0.0963,0.0699,91.738,"Edy"
"457","The Four Seasons - Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": III. Danza pastorale. Allegro","2004",2,"compilation",244426,0.27,0.145,-16.948,0.0587,0.726,0.111,0.569,0.159,84.298,"Edy"
"458","The Four Seasons - Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto","2004",2,"compilation",325013,0.301,0.124,-19.114,0.0453,0.738,0.0259,0.0845,0.0594,146.21,"Edy"
"459","The Four Seasons - Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto","2004",2,"compilation",111426,0.273,0.032,-30.899,0.0495,0.917,0.0057,0.249,0.0398,88.464,"Edy"
"460","The Four Seasons - Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto","2004",12,"compilation",159413,0.4,0.357,-16.253,0.0417,0.896,0.798,0.173,0.353,152.883,"Edy"
"461","The Four Seasons - Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro","2004",2,"compilation",311626,0.369,0.0829,-19.531,0.058,0.917,0.157,0.112,0.0888,170.326,"Edy"
"462","The Four Seasons - Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro","2004",3,"compilation",199626,0.524,0.137,-18.348,0.0503,0.907,0.604,0.139,0.267,142.715,"Edy"
"463","The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto","2004",3,"compilation",201426,0.495,0.169,-19.114,0.0579,0.798,0.77,0.0905,0.242,152.135,"Edy"
"464","The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": III. Allegro","2004",2,"compilation",195640,0.34,0.106,-19.703,0.0687,0.889,0.0328,0.0845,0.171,168.701,"Edy"
"465","The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo","2008",35,"album",108013,0.249,0.114,-24.382,0.0553,0.28,0.00957,0.116,0.0833,84.472,"Edy"
"466","Liebesleid","1996-01-01",41,"album",221160,0.224,0.0549,-25.496,0.0482,0.972,0.648,0.191,0.152,74.069,"Edy"
"467","Don't Stop Believin'","1988-11-29",56,"compilation",249093,0.494,0.805,-7.087,0.0422,0.256,0,0.356,0.465,119.026,"Edy"
"468","A Heavy Abacus","2011-01-21",29,"album",220266,0.233,0.936,-3.812,0.0758,0.000289,0.0875,0.153,0.29,179.069,"Edy"
"469","El Niágra En Bicicleta - Live - Estadio Olímpico De República Dominicana/2012","2013-01-01",55,"album",271813,0.695,0.968,-4.122,0.0632,0.563,2.2e-05,0.985,0.711,131.079,"Edy"
"470","Me Enamora","2007-01-01",66,"album",192613,0.676,0.839,-3.922,0.033,0.0175,0,0.0885,0.891,94.013,"Edy"
"471","Gotas De Agua Dulce","2007-01-01",66,"album",188040,0.682,0.858,-3.452,0.029,0.0199,0,0.148,0.909,153.845,"Edy"
"472","La Camisa Negra","2004-01-01",72,"album",216706,0.751,0.731,-4.419,0.0308,0.0838,0,0.0556,0.973,97.007,"Edy"
"473","Nada Valgo Sin Tu Amor","2004-01-01",71,"album",196360,0.601,0.643,-4.581,0.0272,0.155,0,0.283,0.387,76.979,"Edy"
"474","Volverte A Ver","2004-01-01",68,"album",217560,0.616,0.698,-4.932,0.0302,0.0555,0,0.208,0.714,85.003,"Edy"
"475","Es Por Ti - Remastered 2022","2022-05-20",41,"album",250680,0.685,0.789,-5.118,0.0258,0.13,6.79e-06,0.148,0.807,129.969,"Edy"
"476","Breaking the Law","1980",71,"album",153840,0.362,0.961,-5.664,0.0857,0.024,9.35e-06,0.159,0.491,164.019,"Edy"
"477","11th Dimension","2009-10-02",29,"single",243706,0.603,0.911,-3.883,0.0431,0.00102,0.00985,0.0911,0.373,125.487,"Edy"
"478","Me Voy","2006-05-25",74,"album",187520,0.575,0.679,-3.845,0.0278,0.0664,0,0.0956,0.601,107.878,"Edy"
"479","Andar Conmigo","2003-11-18",71,"album",193373,0.77,0.585,-8.06,0.0285,0.3,0,0.116,0.912,116.994,"Edy"
"480","Eres para Mí (with Anita Tijoux)","2006-05-25",72,"album",192760,0.8,0.685,-5.841,0.0778,0.0701,6.22e-06,0.278,0.899,96.986,"Edy"
"481","Sorry","2015-11-13",81,"album",200786,0.654,0.76,-3.669,0.045,0.0797,0,0.299,0.41,99.945,"Edy"
"482","Wavin' Flag - Coca-Cola® Celebration Mix","2009",67,"album",212520,0.58,0.767,-4.174,0.0557,0.313,0,0.0518,0.776,151.845,"Edy"
"483","Ruby","2007-02-26",45,"album",202800,0.445,0.935,-3.398,0.049,0.00604,7.76e-06,0.0779,0.401,93.45,"Edy"
"484","Carry on Wayward Son","1984",45,"compilation",321426,0.493,0.702,-8.625,0.0343,0.00201,0.000558,0.467,0.78,127.195,"Edy"
"485","Dust in the Wind","1977",77,"album",206266,0.475,0.322,-10.687,0.0283,0.367,0.00056,0.11,0.387,93.503,"Edy"
"486","Flashing Lights","2007-09-11",84,"album",237506,0.639,0.628,-7.578,0.0399,0.0381,0,0.386,0.43,90.482,"Edy"
"487","Gold Digger","2005-08-30",79,"album",207626,0.629,0.696,-5.572,0.348,0.0195,0,0.0554,0.623,93.034,"Edy"
"488","All Of The Lights","2010-11-22",75,"album",299613,0.531,0.803,-3.284,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,"Edy"
"489","Amazing","2008-11-24",64,"album",238333,0.588,0.554,-8.406,0.0545,0.216,0.118,0.0619,0.496,146.133,"Edy"
"490","No Church In The Wild","2011-08-08",77,"album",272506,0.654,0.75,-7.509,0.105,0.246,0.0178,0.167,0.557,92.78,"Edy"
"491","Ni**as In Paris","2011-08-08",83,"album",219333,0.789,0.858,-5.542,0.311,0.127,0,0.349,0.775,140.022,"Edy"
"492","Otis","2011-08-08",70,"album",178213,0.754,0.631,-4.751,0.307,0.552,0,0.5,0.432,94.577,"Edy"
"493","Clique","2012-01-01",65,"compilation",293613,0.66,0.539,-5.947,0.324,0.0534,0,0.222,0.307,109.318,"Edy"
"494","I Kissed A Girl","2008-01-01",41,"single",179640,0.699,0.76,-3.173,0.0677,0.00223,0,0.132,0.696,129.996,"Edy"
"495","California Gurls","2010-01-01",69,"album",234653,0.788,0.753,-3.71,0.0536,0.0038,0,0.18,0.403,125.005,"Edy"
"496","Firework","2010-01-01",69,"album",227893,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,"Edy"
"497","E.T.","2012-03-12",68,"album",229573,0.62,0.869,-5.252,0.175,0.0181,0,0.369,0.76,151.684,"Edy"
"498","This Is Me","2017-12-08",73,"compilation",234706,0.284,0.704,-7.276,0.186,0.00583,0.000115,0.0424,0.1,191.702,"Edy"
"499","Somewhere Only We Know","2013-01-01",35,"compilation",235880,0.442,0.606,-5.825,0.0259,0.0678,1.43e-05,0.0973,0.359,171.982,"Edy"
"500","This Is The Last Time","2013-01-01",32,"compilation",207653,0.529,0.779,-5.769,0.0303,0.00269,4.84e-06,0.281,0.358,131.684,"Edy"
"501","Bend & Break","2013-01-01",33,"compilation",218426,0.469,0.794,-5.166,0.0291,0.000726,5.98e-05,0.157,0.495,137.914,"Edy"
"502","Everybody's Changing","2013-01-01",35,"compilation",215986,0.519,0.802,-5.156,0.0283,0.00148,0.000393,0.0984,0.412,94.043,"Edy"
"503","With Or Without You - BBC Jo Whiley Session / 2004","2004-05-10",54,"album",210733,0.394,0.345,-12.042,0.0334,0.914,2.05e-05,0.717,0.0527,107.647,"Edy"
"504","Stop For A Minute","2010-01-01",44,"album",246800,0.606,0.784,-7.06,0.0381,0.0557,0,0.177,0.727,85.983,"Edy"
"505","Spiralling","2013-01-01",28,"compilation",204013,0.621,0.865,-5.836,0.0503,0.036,1.54e-06,0.258,0.48,111.958,"Edy"
"506","Better Than This","2008-01-01",15,"album",242893,0.617,0.974,-2.363,0.0497,0.0544,0.000535,0.327,0.81,139.947,"Edy"
"507","You Haven't Told Me Anything","2008-01-01",13,"album",227240,0.611,0.852,-4.881,0.0434,0.0262,2.88e-05,0.144,0.758,151.787,"Edy"
"508","Perfect Symmetry","2013-01-01",27,"compilation",311533,0.514,0.836,-6.342,0.0371,0.0224,0,0.0687,0.47,115.012,"Edy"
"509","Again & Again","2008-01-01",23,"album",230106,0.463,0.803,-4.026,0.0398,0.00114,1.46e-06,0.157,0.332,140.33,"Edy"
"510","Time To Go","2013-01-01",23,"compilation",229586,0.619,0.592,-5.545,0.03,0.561,0,0.283,0.398,127.959,"Edy"
"511","Snowed Under","2013-01-01",22,"compilation",229533,0.567,0.706,-6.965,0.0261,0.0186,0.000197,0.119,0.391,130.026,"Edy"
"512","You Are Young","2012-01-01",30,"album",214666,0.494,0.751,-6.748,0.0276,0.0752,0,0.268,0.379,102.006,"Edy"
"513","Silenced By The Night","2012-01-01",49,"album",196466,0.515,0.809,-5.051,0.0288,0.00188,9.86e-06,0.0983,0.237,111.985,"Edy"
"514","Watch How You Go","2012-01-01",29,"album",220386,0.498,0.443,-7.771,0.0257,0.251,0.000908,0.103,0.383,145.98,"Edy"
"515","Sovereign Light Café","2012-01-01",26,"album",218840,0.535,0.725,-5.861,0.0302,0.013,0,0.156,0.509,122.84,"Edy"
"516","On The Road","2012-01-01",34,"album",236733,0.372,0.826,-5.222,0.0346,0.00303,0,0.0867,0.648,157.978,"Edy"
"517","The Starting Line","2012-01-01",32,"album",252333,0.468,0.475,-6.323,0.0288,0.435,0,0.0743,0.182,146.123,"Edy"
"518","Day Will Come","2012-01-01",21,"album",191906,0.347,0.855,-4.93,0.0466,0.0048,0,0.129,0.495,151.174,"Edy"
"519","In Your Own Time","2012-01-01",22,"album",223800,0.507,0.748,-6.343,0.0362,0.0961,0,0.0795,0.215,123.92,"Edy"
"520","Strangeland - Bonus Track","2012-01-01",21,"album",276440,0.446,0.459,-9.286,0.0297,0.232,0.011,0.0832,0.231,168.274,"Edy"
"521","Run With Me - Bonus Track","2012-01-01",19,"album",210986,0.663,0.761,-6.078,0.0324,0.147,1.01e-06,0.353,0.447,126.976,"Edy"
"522","Is It Any Wonder?","2013-01-01",30,"compilation",185813,0.485,0.923,-4.938,0.0341,3.32e-05,0.000413,0.295,0.825,129.344,"Edy"
"523","Nothing In My Way","2013-01-01",35,"compilation",239986,0.398,0.795,-7.136,0.0287,0.00177,0,0.107,0.848,172.498,"Edy"
"524","Crystal Ball","2013-01-01",30,"compilation",233520,0.432,0.945,-5.736,0.0499,7.76e-05,1.26e-05,0.0752,0.417,124.298,"Edy"
"525","HUMBLE.","2017-04-14",83,"album",177000,0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,"Edy"
"526","King Kunta","2015-03-16",74,"album",234693,0.884,0.657,-4.569,0.0977,0.00589,0,0.154,0.489,107.059,"Edy"
"527","Clannad - Dango Daikazoku","2015-12-30",30,"album",298202,0.557,0.198,-18.16,0.0689,0.936,0.78,0.121,0.231,99.698,"Edy"
"528","Erase Me - Main","2010-11-09",71,"album",192253,0.687,0.631,-5.612,0.129,0.063,0,0.108,0.853,186.071,"Edy"
"529","Losing Touch","2008-11-18",12,"album",253653,0.552,0.881,-4.172,0.052,0.0311,6.05e-05,0.405,0.336,117.968,"Edy"
"530","Joy Ride","2008-11-18",14,"album",213773,0.684,0.93,-3.512,0.0307,0.0429,0.000572,0.141,0.8,117.005,"Edy"
"531","I Can't Stay","2008-11-18",13,"album",185360,0.571,0.848,-7.136,0.0777,0.17,0,0.173,0.634,93.949,"Edy"
"532","The World We Live In","2008-11-18",14,"album",278493,0.598,0.871,-5.387,0.0248,0.0243,0.00321,0.24,0.591,105.986,"Edy"
"533","This Is Your Life","2008-11-18",12,"album",218893,0.614,0.914,-4.405,0.0294,0.0113,0.000287,0.217,0.448,100.009,"Edy"
"534","Mr. Brightside","2004",85,"album",222973,0.352,0.911,-5.23,0.0747,0.00121,0,0.0995,0.236,148.033,"Edy"
"535","Somebody Told Me","2004",78,"album",197200,0.497,0.97,-4.851,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,"Edy"
"536","Human","2008-11-18",33,"album",245373,0.551,0.831,-7.077,0.065,0.00107,0.000673,0.0971,0.56,135.484,"Edy"
"537","Spaceman","2008-11-18",19,"album",284546,0.527,0.928,-4.058,0.0582,0.00254,0.000512,0.118,0.83,152.024,"Edy"
"538","A Dustland Fairytale","2008-11-18",13,"album",225160,0.434,0.883,-4.939,0.0566,0.0404,3.31e-06,0.097,0.345,134.408,"Edy"
"539","Boots","2022-11-02",9,"compilation",328600,0.569,0.554,-6.657,0.0281,0.459,8.88e-05,0.0748,0.171,98.987,"Edy"
"540","Sam's Town","2006-09-27",54,"album",246026,0.268,0.96,-4.596,0.0963,0.000217,0.00604,0.732,0.44,141.415,"Edy"
"541","When You Were Young","2006-09-27",76,"album",220426,0.467,0.988,-3.313,0.112,0.000152,0.0484,0.28,0.321,130.433,"Edy"
"542","Read My Mind","2006-09-27",69,"album",246840,0.543,0.917,-3.391,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,"Edy"
"543","This River Is Wild","2006-09-27",48,"album",278000,0.376,0.89,-4.286,0.0852,0.000836,0.00151,0.152,0.296,140.677,"Edy"
"544","Rock And Roll All Nite","1975-03-19",75,"album",168840,0.654,0.929,-5.906,0.0998,0.0468,0,0.0539,0.902,144.774,"Edy"
"545","He's a Pirate","2003-07-22",65,"album",90426,0.465,0.687,-10.964,0.0495,0.0206,0.929,0.121,0.13,70.507,"Edy"
"546","Stole the Show","2016-05-13",74,"album",223186,0.64,0.635,-7.565,0.226,0.271,0,0.319,0.475,100.034,"Edy"
"547","Raging (feat. Kodaline)","2016-05-13",59,"album",224486,0.55,0.689,-7.76,0.094,0.0498,0,0.207,0.408,99.904,"Edy"
"548","Firestone","2016-05-13",76,"album",271640,0.704,0.634,-7.374,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,"Edy"
"549","Stay (feat. Maty Noyes)","2016-05-13",61,"album",239465,0.648,0.736,-7.948,0.0385,0.0444,0.000137,0.171,0.378,103.027,"Edy"
"550","Here for You (feat. Ella Henderson)","2015-09-04",60,"single",244510,0.68,0.772,-5.995,0.0416,0.535,0.0153,0.147,0.376,105.005,"Edy"
"551","Fragile","2016-05-13",59,"album",230961,0.47,0.422,-7.474,0.0522,0.177,0.000216,0.0879,0.218,149.505,"Edy"
"552","It Ain't Me (with Selena Gomez)","2017-02-16",76,"single",220780,0.64,0.533,-6.596,0.0706,0.119,0,0.0864,0.515,99.968,"Edy"
"553","Cut Your Teeth - Kygo Remix","2014-03-14",58,"single",399013,0.674,0.678,-8.452,0.0406,0.59,0.222,0.051,0.465,99.985,"Edy"
"554","Another Day Of Sun","2016-12-09",63,"album",228173,0.588,0.742,-6.757,0.0528,0.0162,3.98e-06,0.653,0.824,125.819,"Edy"
"555","Applause","2013-11-11",72,"album",212333,0.669,0.78,-4.287,0.053,0.0265,1.63e-06,0.143,0.738,139.945,"Edy"
"556","Bad Romance","2009-11-05",82,"album",294573,0.696,0.921,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,"Edy"
"557","Just Dance","2009-11-05",56,"album",241933,0.822,0.739,-4.541,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,"Edy"
